Player-additional,Player,Age,Team,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BA,OBP,SLG,OPS,SB%,ISO,BABIP,BB%,SO%,BB/SO,HR/SB,XBH%,RBI Rate,R Rate,Cluster,Hitter_Type,Speed_Tier
suwinja01,Jack Suwinski,25.0,PIT,NL,88.0,277.0,247.0,29.0,45.0,8.0,0.0,9.0,26.0,9.0,1.0,27.0,79.0,80.0,3.0,1.0,1.0,1.0,2.0,0.182,0.264,0.324,0.588,0.9,0.142,0.225,0.097,0.285,0.342,1.0,0.378,0.094,0.105,0,Contact Hitter,Moderate Speed
suzukse01,Seiya Suzuki,29.0,CHC,NL,132.0,585.0,512.0,74.0,145.0,27.0,6.0,21.0,73.0,16.0,6.0,63.0,160.0,247.0,6.0,6.0,0.0,4.0,3.0,0.283,0.366,0.482,0.848,0.727,0.199,0.37,0.108,0.274,0.394,1.312,0.372,0.125,0.126,2,Balanced Hitter,High Speed
swansda01,Dansby Swanson,30.0,CHC,NL,149.0,593.0,534.0,82.0,129.0,27.0,2.0,16.0,66.0,19.0,3.0,54.0,144.0,208.0,7.0,2.0,0.0,3.0,2.0,0.242,0.312,0.39,0.701,0.864,0.148,0.3,0.091,0.243,0.375,0.842,0.349,0.111,0.138,2,Balanced Hitter,High Speed
sweentr01,Trey Sweeney,24.0,DET,AL,36.0,119.0,110.0,11.0,24.0,5.0,0.0,4.0,17.0,2.0,0.0,7.0,32.0,41.0,3.0,1.0,0.0,1.0,0.0,0.218,0.269,0.373,0.642,1.0,0.155,0.267,0.059,0.269,0.219,2.0,0.375,0.143,0.092,0,Contact Hitter,Low Speed
tatisfe02,Fernando Tatis Jr.,25.0,SDP,NL,102.0,438.0,398.0,64.0,110.0,21.0,1.0,21.0,49.0,11.0,3.0,32.0,96.0,196.0,8.0,7.0,0.0,1.0,0.0,0.276,0.34,0.492,0.833,0.786,0.216,0.316,0.073,0.219,0.333,1.909,0.391,0.112,0.146,2,Balanced Hitter,Moderate Speed
tauchmi01,Mike Tauchman,33.0,CHC,NL,109.0,350.0,298.0,50.0,74.0,12.0,1.0,7.0,29.0,6.0,2.0,47.0,70.0,109.0,7.0,4.0,0.0,1.0,0.0,0.248,0.357,0.366,0.723,0.75,0.118,0.302,0.134,0.2,0.671,1.167,0.27,0.083,0.143,1,Power Hitter,Moderate Speed
taverle01,Leody Taveras,25.0,TEX,AL,151.0,529.0,480.0,59.0,110.0,17.0,3.0,12.0,44.0,23.0,6.0,42.0,112.0,169.0,8.0,0.0,3.0,4.0,0.0,0.229,0.289,0.352,0.641,0.793,0.123,0.272,0.079,0.212,0.375,0.522,0.291,0.083,0.112,1,Power Hitter,High Speed
tayloch03,Chris Taylor,33.0,LAD,NL,87.0,246.0,213.0,28.0,43.0,7.0,1.0,4.0,23.0,5.0,1.0,28.0,76.0,64.0,5.0,2.0,1.0,2.0,0.0,0.202,0.298,0.3,0.598,0.833,0.098,0.289,0.114,0.309,0.368,0.8,0.279,0.093,0.114,0,Contact Hitter,Moderate Speed
taylomi02,Michael A. Taylor,33.0,PIT,NL,113.0,300.0,269.0,35.0,52.0,9.0,1.0,5.0,21.0,12.0,1.0,23.0,105.0,78.0,3.0,0.0,4.0,4.0,0.0,0.193,0.253,0.29,0.543,0.923,0.097,0.288,0.077,0.35,0.219,0.417,0.288,0.07,0.117,0,Contact Hitter,Moderate Speed
tayloty01,Tyrone Taylor,30.0,NYM,NL,130.0,345.0,319.0,47.0,79.0,22.0,3.0,7.0,35.0,11.0,2.0,19.0,80.0,128.0,4.0,5.0,1.0,1.0,1.0,0.248,0.299,0.401,0.701,0.846,0.153,0.309,0.055,0.232,0.238,0.636,0.405,0.101,0.136,2,Balanced Hitter,Moderate Speed
tellero01,Rowdy Tellez,29.0,PIT,NL,131.0,421.0,383.0,38.0,93.0,18.0,0.0,13.0,56.0,1.0,0.0,31.0,89.0,150.0,12.0,2.0,0.0,5.0,0.0,0.243,0.299,0.392,0.691,1.0,0.149,0.28,0.074,0.211,0.348,13.0,0.333,0.133,0.09,1,Power Hitter,Low Speed
tenajo01,José Tena,23.0,WSN,2LG,44.0,168.0,161.0,14.0,43.0,5.0,0.0,3.0,15.0,6.0,1.0,7.0,41.0,57.0,1.0,0.0,0.0,0.0,0.0,0.267,0.298,0.354,0.652,0.857,0.087,0.342,0.042,0.244,0.171,0.5,0.186,0.089,0.083,0,Contact Hitter,Moderate Speed
thaisma01,Matt Thaiss,29.0,LAA,AL,57.0,186.0,157.0,14.0,32.0,9.0,0.0,2.0,16.0,3.0,0.0,28.0,58.0,47.0,2.0,0.0,0.0,1.0,0.0,0.204,0.323,0.299,0.622,1.0,0.095,0.306,0.151,0.312,0.483,0.667,0.344,0.086,0.075,1,Power Hitter,Low Speed
thomaal01,Alek Thomas,24.0,ARI,NL,39.0,103.0,95.0,13.0,18.0,5.0,1.0,3.0,17.0,4.0,1.0,7.0,17.0,34.0,7.0,0.0,1.0,0.0,0.0,0.189,0.245,0.358,0.603,0.8,0.169,0.2,0.068,0.165,0.412,0.75,0.5,0.165,0.126,2,Balanced Hitter,Moderate Speed
thomala02,Lane Thomas,28.0,CLE/WSN,2LG,130.0,528.0,472.0,65.0,112.0,26.0,3.0,15.0,63.0,32.0,14.0,44.0,137.0,189.0,5.0,7.0,0.0,5.0,1.0,0.237,0.309,0.4,0.709,0.696,0.163,0.298,0.083,0.259,0.321,0.469,0.393,0.119,0.123,2,Balanced Hitter,High Speed
toglimi01,Michael Toglia,25.0,COL,NL,116.0,458.0,399.0,62.0,87.0,14.0,3.0,25.0,55.0,10.0,1.0,54.0,147.0,182.0,7.0,1.0,0.0,3.0,2.0,0.218,0.311,0.456,0.767,0.909,0.238,0.27,0.118,0.321,0.367,2.5,0.483,0.12,0.135,2,Balanced Hitter,Moderate Speed
torkesp01,Spencer Torkelson,24.0,DET,AL,92.0,381.0,342.0,45.0,75.0,21.0,1.0,10.0,37.0,0.0,0.0,33.0,105.0,128.0,6.0,4.0,0.0,1.0,0.0,0.219,0.295,0.374,0.669,0.0,0.155,0.285,0.087,0.276,0.314,0.0,0.427,0.097,0.118,2,Balanced Hitter,Low Speed
toroab01,Abraham Toro,27.0,OAK,AL,94.0,364.0,337.0,34.0,81.0,17.0,1.0,6.0,26.0,4.0,2.0,20.0,62.0,118.0,4.0,5.0,2.0,0.0,1.0,0.24,0.293,0.35,0.643,0.667,0.11,0.279,0.055,0.17,0.323,1.5,0.296,0.071,0.093,1,Power Hitter,Moderate Speed
torregl01,Gleyber Torres,27.0,NYY,AL,154.0,665.0,587.0,80.0,151.0,26.0,0.0,15.0,63.0,4.0,3.0,65.0,136.0,222.0,6.0,3.0,2.0,8.0,0.0,0.257,0.33,0.378,0.709,0.571,0.121,0.306,0.098,0.205,0.478,3.75,0.272,0.095,0.12,1,Power Hitter,Moderate Speed
torrelu01,Luis Torrens,28.0,NYM,NL,47.0,130.0,118.0,14.0,27.0,8.0,0.0,3.0,15.0,0.0,1.0,9.0,28.0,44.0,5.0,2.0,0.0,1.0,0.0,0.229,0.292,0.373,0.665,0.0,0.144,0.273,0.069,0.215,0.321,0.0,0.407,0.115,0.108,2,Balanced Hitter,Low Speed
tovarez01,Ezequiel Tovar,22.0,COL,NL,157.0,695.0,655.0,83.0,176.0,45.0,4.0,26.0,78.0,6.0,5.0,23.0,200.0,307.0,16.0,4.0,5.0,7.0,1.0,0.269,0.295,0.469,0.763,0.545,0.2,0.344,0.033,0.288,0.115,4.333,0.426,0.112,0.119,2,Balanced Hitter,Moderate Speed
trejoal01,Alan Trejo,28.0,COL,NL,28.0,67.0,63.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,15.0,9.0,2.0,1.0,1.0,0.0,0.0,0.143,0.182,0.143,0.325,0.0,0.0,0.188,0.03,0.224,0.133,,0.0,0.015,0.06,0,Contact Hitter,Low Speed
trevijo01,Jose Trevino,31.0,NYY,AL,73.0,234.0,209.0,26.0,45.0,5.0,0.0,8.0,28.0,1.0,0.0,20.0,41.0,74.0,12.0,2.0,1.0,2.0,0.0,0.215,0.288,0.354,0.642,1.0,0.139,0.228,0.085,0.175,0.488,8.0,0.289,0.12,0.111,1,Power Hitter,Low Speed
triolja01,Jared Triolo,26.0,PIT,NL,125.0,446.0,394.0,41.0,85.0,10.0,1.0,9.0,46.0,8.0,1.0,42.0,118.0,124.0,5.0,5.0,0.0,5.0,0.0,0.216,0.296,0.315,0.611,0.889,0.099,0.279,0.094,0.265,0.356,1.125,0.235,0.103,0.092,0,Contact Hitter,Moderate Speed
trompch01,Chadwick Tromp,29.0,ATL,NL,19.0,54.0,52.0,3.0,13.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,17.0,19.0,2.0,0.0,0.0,1.0,0.0,0.25,0.259,0.365,0.625,0.0,0.115,0.361,0.019,0.315,0.059,,0.462,0.111,0.056,0,Contact Hitter,Low Speed
troutmi01,Mike Trout,32.0,LAA,AL,29.0,126.0,109.0,17.0,24.0,1.0,2.0,10.0,14.0,6.0,1.0,16.0,27.0,59.0,0.0,1.0,0.0,0.0,1.0,0.22,0.325,0.541,0.867,0.857,0.321,0.194,0.127,0.214,0.593,1.667,0.542,0.111,0.135,2,Balanced Hitter,Moderate Speed
tuckeco01,Cole Tucker,27.0,LAA,AL,24.0,57.0,50.0,3.0,9.0,4.0,1.0,0.0,3.0,3.0,1.0,6.0,17.0,15.0,0.0,0.0,0.0,1.0,0.0,0.18,0.263,0.3,0.563,0.75,0.12,0.265,0.105,0.298,0.353,0.0,0.556,0.053,0.053,0,Contact Hitter,Moderate Speed
tuckeky01,Kyle Tucker,27.0,HOU,AL,78.0,339.0,277.0,56.0,80.0,13.0,0.0,23.0,49.0,11.0,0.0,56.0,54.0,162.0,5.0,1.0,0.0,2.0,3.0,0.289,0.408,0.585,0.993,1.0,0.296,0.282,0.165,0.159,1.037,2.091,0.45,0.145,0.165,2,Balanced Hitter,Low Speed
turanbr02,Brice Turang,24.0,MIL,NL,155.0,619.0,559.0,72.0,142.0,24.0,4.0,7.0,57.0,50.0,6.0,50.0,105.0,195.0,8.0,2.0,5.0,3.0,1.0,0.254,0.316,0.349,0.665,0.893,0.095,0.3,0.081,0.17,0.476,0.14,0.246,0.092,0.116,1,Power Hitter,High Speed
turneju01,Justin Turner,39.0,SEA/TOR,AL,139.0,539.0,460.0,59.0,119.0,24.0,0.0,11.0,55.0,0.0,2.0,59.0,95.0,176.0,16.0,13.0,0.0,7.0,2.0,0.259,0.354,0.383,0.737,0.0,0.124,0.299,0.109,0.176,0.621,0.0,0.294,0.102,0.109,1,Power Hitter,Low Speed
turnetr01,Trea Turner,31.0,PHI,NL,121.0,539.0,505.0,88.0,149.0,25.0,0.0,21.0,62.0,19.0,4.0,27.0,98.0,237.0,10.0,6.0,0.0,1.0,0.0,0.295,0.338,0.469,0.807,0.826,0.174,0.331,0.05,0.182,0.276,1.105,0.309,0.115,0.163,2,Balanced Hitter,Low Speed
uriaslu01,Luis Urías,27.0,SEA,AL,41.0,109.0,94.0,11.0,18.0,7.0,0.0,4.0,16.0,0.0,0.0,9.0,34.0,37.0,2.0,6.0,0.0,0.0,0.0,0.191,0.303,0.394,0.696,0.0,0.203,0.25,0.083,0.312,0.265,0.0,0.611,0.147,0.101,2,Balanced Hitter,Low Speed
uriasra01,Ramón Urías,30.0,BAL,AL,100.0,301.0,272.0,39.0,69.0,9.0,2.0,11.0,37.0,1.0,1.0,23.0,55.0,115.0,0.0,5.0,0.0,1.0,0.0,0.254,0.322,0.423,0.745,0.5,0.169,0.28,0.076,0.183,0.418,11.0,0.319,0.123,0.13,1,Power Hitter,Moderate Speed
urshegi01,Gio Urshela,32.0,ATL/DET,2LG,128.0,461.0,432.0,34.0,108.0,19.0,1.0,9.0,52.0,0.0,0.0,23.0,72.0,156.0,13.0,1.0,0.0,5.0,1.0,0.25,0.286,0.361,0.647,0.0,0.111,0.278,0.05,0.156,0.319,0.0,0.269,0.113,0.074,1,Power Hitter,Low Speed
valdeen01,Enmanuel Valdéz,25.0,BOS,AL,76.0,223.0,201.0,23.0,43.0,12.0,0.0,6.0,28.0,1.0,1.0,17.0,53.0,73.0,4.0,0.0,1.0,4.0,0.0,0.214,0.27,0.363,0.633,0.5,0.149,0.253,0.076,0.238,0.321,6.0,0.419,0.126,0.103,2,Balanced Hitter,Moderate Speed
vargail01,Ildemaro Vargas,32.0,WSN,NL,95.0,303.0,272.0,21.0,67.0,16.0,0.0,1.0,30.0,9.0,4.0,19.0,31.0,86.0,9.0,2.0,5.0,5.0,0.0,0.246,0.295,0.316,0.611,0.692,0.07,0.269,0.063,0.102,0.613,0.111,0.254,0.099,0.069,1,Power Hitter,Moderate Speed
vargami01,Miguel Vargas,24.0,CHW/LAD,2LG,72.0,237.0,206.0,22.0,31.0,7.0,0.0,5.0,16.0,3.0,1.0,25.0,57.0,53.0,4.0,3.0,0.0,3.0,0.0,0.15,0.249,0.257,0.506,0.75,0.107,0.177,0.105,0.241,0.439,1.667,0.387,0.068,0.093,0,Contact Hitter,Moderate Speed
varshda01,Daulton Varsho,27.0,TOR,AL,136.0,513.0,459.0,73.0,98.0,21.0,7.0,18.0,58.0,10.0,2.0,48.0,137.0,187.0,2.0,4.0,1.0,1.0,1.0,0.214,0.293,0.407,0.7,0.833,0.193,0.262,0.094,0.267,0.35,1.8,0.469,0.113,0.142,2,Balanced Hitter,Moderate Speed
vaughan01,Andrew Vaughn,26.0,CHW,AL,149.0,619.0,570.0,55.0,140.0,30.0,1.0,19.0,70.0,2.0,0.0,38.0,132.0,229.0,13.0,6.0,0.0,5.0,0.0,0.246,0.297,0.402,0.699,1.0,0.156,0.285,0.061,0.213,0.288,9.5,0.357,0.113,0.089,2,Balanced Hitter,Low Speed
vazquch01,Christian Vázquez,33.0,MIN,AL,93.0,315.0,294.0,29.0,65.0,10.0,0.0,7.0,27.0,3.0,1.0,11.0,65.0,96.0,11.0,1.0,5.0,4.0,0.0,0.221,0.248,0.327,0.575,0.75,0.106,0.257,0.035,0.206,0.169,2.333,0.262,0.086,0.092,0,Contact Hitter,Moderate Speed
velazne01,Nelson Velázquez,25.0,KCR,AL,64.0,230.0,205.0,31.0,41.0,8.0,1.0,8.0,27.0,2.0,0.0,19.0,61.0,75.0,6.0,3.0,0.0,3.0,0.0,0.2,0.274,0.366,0.64,1.0,0.166,0.237,0.083,0.265,0.311,4.0,0.415,0.117,0.135,2,Balanced Hitter,Low Speed
verdual01,Alex Verdugo,28.0,NYY,AL,149.0,621.0,559.0,74.0,130.0,28.0,1.0,13.0,61.0,2.0,1.0,49.0,93.0,199.0,14.0,1.0,2.0,10.0,0.0,0.233,0.291,0.356,0.647,0.667,0.123,0.253,0.079,0.15,0.527,6.5,0.323,0.098,0.119,1,Power Hitter,Moderate Speed
vientma01,Mark Vientos,24.0,NYM,NL,111.0,454.0,413.0,58.0,110.0,22.0,0.0,27.0,71.0,0.0,0.0,33.0,135.0,213.0,6.0,3.0,0.0,5.0,0.0,0.266,0.322,0.516,0.837,0.0,0.25,0.324,0.073,0.297,0.244,0.0,0.445,0.156,0.128,2,Balanced Hitter,Low Speed
vierlma01,Matt Vierling,27.0,DET,AL,144.0,567.0,518.0,80.0,133.0,28.0,5.0,16.0,57.0,6.0,1.0,41.0,121.0,219.0,9.0,3.0,0.0,5.0,1.0,0.257,0.312,0.423,0.735,0.857,0.166,0.303,0.072,0.213,0.339,2.667,0.368,0.101,0.141,2,Balanced Hitter,Moderate Speed
viladry01,Ryan Vilade,25.0,DET,AL,17.0,49.0,45.0,5.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,12.0,11.0,2.0,0.0,1.0,1.0,0.0,0.178,0.208,0.244,0.453,0.0,0.066,0.212,0.041,0.245,0.167,0.0,0.125,0.102,0.102,0,Contact Hitter,Low Speed
villada01,David Villar,27.0,SFG,NL,11.0,37.0,35.0,3.0,9.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,13.0,16.0,0.0,0.0,0.0,1.0,0.0,0.257,0.27,0.457,0.727,0.0,0.2,0.364,0.027,0.351,0.077,0.0,0.556,0.108,0.081,2,Balanced Hitter,Low Speed
vogelda01,Daniel Vogelbach,31.0,TOR,AL,31.0,79.0,70.0,5.0,13.0,5.0,0.0,1.0,8.0,0.0,0.0,9.0,17.0,21.0,4.0,0.0,0.0,0.0,0.0,0.186,0.278,0.3,0.578,0.0,0.114,0.231,0.114,0.215,0.529,0.0,0.462,0.101,0.063,1,Power Hitter,Low Speed
volpean01,Anthony Volpe,23.0,NYY,AL,160.0,689.0,637.0,90.0,155.0,27.0,7.0,12.0,60.0,28.0,7.0,42.0,156.0,232.0,9.0,4.0,2.0,3.0,1.0,0.243,0.293,0.364,0.657,0.8,0.121,0.303,0.061,0.226,0.269,0.429,0.297,0.087,0.131,1,Power Hitter,High Speed
vosleja01,Jason Vosler,30.0,SEA,AL,10.0,30.0,28.0,2.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.179,0.233,0.286,0.519,0.0,0.107,0.263,0.067,0.3,0.222,,0.4,0.1,0.067,0,Contact Hitter,Low Speed
wadela01,LaMonte Wade Jr.,30.0,SFG,NL,117.0,401.0,331.0,45.0,86.0,16.0,0.0,8.0,34.0,2.0,1.0,62.0,90.0,126.0,2.0,4.0,1.0,3.0,5.0,0.26,0.38,0.381,0.761,0.667,0.121,0.331,0.155,0.224,0.689,4.0,0.279,0.085,0.112,1,Power Hitter,Moderate Speed
wadety01,Tyler Wade,29.0,SDP,NL,90.0,156.0,138.0,28.0,30.0,3.0,0.0,0.0,8.0,8.0,1.0,11.0,29.0,33.0,0.0,2.0,4.0,0.0,0.0,0.217,0.285,0.239,0.524,0.889,0.022,0.275,0.071,0.186,0.379,0.0,0.1,0.051,0.179,0,Contact Hitter,Moderate Speed
wagamer01,Eric Wagaman,26.0,LAA,AL,18.0,74.0,72.0,6.0,18.0,5.0,0.0,2.0,10.0,0.0,0.0,2.0,17.0,29.0,1.0,0.0,0.0,0.0,0.0,0.25,0.27,0.403,0.673,0.0,0.153,0.302,0.027,0.23,0.118,0.0,0.389,0.135,0.081,2,Balanced Hitter,Low Speed
wagnewi01,Will Wagner,25.0,TOR,AL,24.0,86.0,82.0,8.0,25.0,6.0,0.0,2.0,11.0,0.0,0.0,4.0,16.0,37.0,3.0,0.0,0.0,0.0,0.0,0.305,0.337,0.451,0.788,0.0,0.146,0.359,0.047,0.186,0.25,0.0,0.32,0.128,0.093,1,Power Hitter,Low Speed
walkech02,Christian Walker,33.0,ARI,NL,130.0,552.0,479.0,72.0,120.0,26.0,0.0,26.0,84.0,2.0,2.0,55.0,133.0,224.0,12.0,10.0,0.0,8.0,4.0,0.251,0.335,0.468,0.803,0.5,0.217,0.287,0.1,0.241,0.414,13.0,0.433,0.152,0.13,2,Balanced Hitter,Moderate Speed
walkejo02,Jordan Walker,22.0,STL,NL,51.0,178.0,164.0,16.0,33.0,10.0,1.0,5.0,20.0,1.0,0.0,10.0,50.0,60.0,4.0,2.0,0.0,2.0,0.0,0.201,0.253,0.366,0.619,1.0,0.165,0.252,0.056,0.281,0.2,5.0,0.485,0.112,0.09,2,Balanced Hitter,Low Speed
wallfo01,Forrest Wall,28.0,ATL,NL,16.0,35.0,32.0,4.0,8.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.25,0.314,0.25,0.564,0.571,0.0,0.333,0.086,0.229,0.375,0.0,0.0,0.029,0.114,1,Power Hitter,Moderate Speed
wallnma01,Matt Wallner,26.0,MIN,AL,75.0,261.0,220.0,26.0,57.0,17.0,1.0,13.0,37.0,3.0,0.0,24.0,95.0,115.0,2.0,16.0,0.0,1.0,0.0,0.259,0.372,0.523,0.894,1.0,0.264,0.389,0.092,0.364,0.253,4.333,0.544,0.142,0.1,2,Balanced Hitter,Low Speed
wallsta01,Taylor Walls,27.0,TBR,AL,84.0,252.0,218.0,27.0,40.0,5.0,3.0,1.0,14.0,16.0,4.0,31.0,67.0,54.0,3.0,0.0,0.0,3.0,0.0,0.183,0.282,0.248,0.529,0.8,0.065,0.255,0.123,0.266,0.463,0.062,0.225,0.056,0.107,0,Contact Hitter,High Speed
walshja01,Jared Walsh,30.0,TEX,AL,17.0,60.0,53.0,9.0,12.0,2.0,0.0,1.0,7.0,0.0,0.0,7.0,21.0,17.0,2.0,0.0,0.0,0.0,0.0,0.226,0.317,0.321,0.637,0.0,0.095,0.355,0.117,0.35,0.333,0.0,0.25,0.117,0.15,0,Contact Hitter,Low Speed
wardta01,Taylor Ward,30.0,LAA,AL,156.0,663.0,585.0,73.0,144.0,26.0,2.0,25.0,75.0,6.0,4.0,63.0,163.0,249.0,11.0,7.0,0.0,8.0,0.0,0.246,0.323,0.426,0.748,0.6,0.18,0.294,0.095,0.246,0.387,4.167,0.368,0.113,0.11,2,Balanced Hitter,Moderate Speed
wellsau01,Austin Wells,24.0,NYY,AL,115.0,414.0,354.0,42.0,81.0,18.0,1.0,13.0,55.0,1.0,2.0,47.0,87.0,140.0,9.0,5.0,1.0,7.0,0.0,0.229,0.322,0.395,0.718,0.333,0.166,0.261,0.114,0.21,0.54,13.0,0.395,0.133,0.101,1,Power Hitter,Moderate Speed
wendljo01,Joey Wendle,34.0,NYM,NL,18.0,37.0,36.0,3.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.222,0.243,0.25,0.493,1.0,0.028,0.296,0.027,0.243,0.111,0.0,0.125,0.027,0.081,0,Contact Hitter,Low Speed
wendzda01,Davis Wendzel,27.0,TEX,AL,27.0,49.0,47.0,2.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,12.0,11.0,1.0,1.0,0.0,0.0,0.0,0.128,0.163,0.234,0.397,0.0,0.106,0.147,0.02,0.245,0.083,0.0,0.5,0.041,0.041,0,Contact Hitter,Low Speed
westbja02,Jamie Westbrook,29.0,BOS,AL,21.0,48.0,40.0,4.0,6.0,2.0,0.0,2.0,7.0,0.0,0.0,4.0,14.0,14.0,0.0,1.0,0.0,2.0,0.0,0.15,0.234,0.35,0.584,0.0,0.2,0.154,0.083,0.292,0.286,0.0,0.667,0.146,0.083,2,Balanced Hitter,Low Speed
westbjo01,Jordan Westburg,25.0,BAL,AL,107.0,447.0,416.0,57.0,110.0,26.0,5.0,18.0,63.0,6.0,3.0,22.0,97.0,200.0,5.0,7.0,1.0,1.0,0.0,0.264,0.312,0.481,0.792,0.667,0.217,0.305,0.049,0.217,0.227,3.0,0.445,0.141,0.128,2,Balanced Hitter,Moderate Speed
whitcsh01,Shay Whitcomb,25.0,HOU,AL,20.0,46.0,41.0,1.0,9.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.22,0.304,0.293,0.597,0.0,0.073,0.273,0.109,0.174,0.625,,0.333,0.109,0.022,1,Power Hitter,Low Speed
whiteel04,Eli White,30.0,ATL,NL,35.0,42.0,39.0,9.0,11.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,12.0,17.0,1.0,2.0,0.0,0.0,0.0,0.282,0.333,0.436,0.769,0.75,0.154,0.385,0.024,0.286,0.083,0.333,0.273,0.095,0.214,2,Balanced Hitter,Moderate Speed
willial04,Alika Williams,25.0,PIT,NL,37.0,96.0,87.0,13.0,18.0,4.0,2.0,0.0,5.0,1.0,0.0,3.0,22.0,26.0,0.0,1.0,5.0,0.0,0.0,0.207,0.242,0.299,0.541,1.0,0.092,0.277,0.031,0.229,0.136,0.0,0.333,0.052,0.135,0,Contact Hitter,High Speed
willilu01,Luke Williams,27.0,ATL,NL,34.0,52.0,46.0,8.0,9.0,3.0,0.0,0.0,4.0,3.0,0.0,4.0,13.0,12.0,1.0,1.0,1.0,0.0,0.0,0.196,0.275,0.261,0.535,1.0,0.065,0.273,0.077,0.25,0.308,0.0,0.333,0.077,0.154,0,Contact Hitter,Low Speed
wilsoja05,Jacob Wilson,22.0,OAK,AL,28.0,103.0,92.0,11.0,23.0,2.0,2.0,0.0,3.0,0.0,0.0,8.0,10.0,29.0,4.0,1.0,1.0,1.0,0.0,0.25,0.314,0.315,0.629,0.0,0.065,0.277,0.078,0.097,0.8,,0.174,0.029,0.107,1,Power Hitter,Low Speed
wilsowe01,Weston Wilson,29.0,PHI,NL,40.0,98.0,88.0,13.0,25.0,7.0,1.0,3.0,10.0,3.0,0.0,8.0,29.0,43.0,2.0,1.0,0.0,1.0,0.0,0.284,0.347,0.489,0.836,1.0,0.205,0.386,0.082,0.296,0.276,1.0,0.44,0.102,0.133,2,Balanced Hitter,Low Speed
winkeje01,Jesse Winker,30.0,NYM/WSN,NL,145.0,508.0,430.0,63.0,109.0,23.0,0.0,14.0,58.0,14.0,4.0,63.0,106.0,174.0,12.0,10.0,2.0,3.0,2.0,0.253,0.36,0.405,0.764,0.778,0.152,0.304,0.124,0.209,0.594,1.0,0.339,0.114,0.124,1,Power Hitter,Moderate Speed
winnma01,Masyn Winn,22.0,STL,NL,150.0,637.0,587.0,85.0,157.0,32.0,5.0,15.0,57.0,11.0,5.0,41.0,109.0,244.0,1.0,1.0,3.0,5.0,1.0,0.267,0.314,0.416,0.73,0.688,0.149,0.303,0.064,0.171,0.376,1.364,0.331,0.089,0.133,1,Power Hitter,Moderate Speed
wisdopa01,Patrick Wisdom,32.0,CHC,NL,75.0,174.0,158.0,16.0,27.0,7.0,2.0,8.0,23.0,5.0,0.0,10.0,59.0,62.0,1.0,4.0,1.0,1.0,0.0,0.171,0.237,0.392,0.629,1.0,0.221,0.207,0.057,0.339,0.169,1.6,0.63,0.132,0.092,2,Balanced Hitter,High Speed
wiselbr01,Brett Wisely,25.0,SFG,NL,91.0,272.0,252.0,25.0,60.0,13.0,1.0,4.0,31.0,2.0,3.0,13.0,65.0,87.0,3.0,2.0,2.0,3.0,0.0,0.238,0.278,0.345,0.623,0.4,0.107,0.301,0.048,0.239,0.2,2.0,0.3,0.114,0.092,0,Contact Hitter,Moderate Speed
wittbo02,Bobby Witt Jr.,24.0,KCR,AL,161.0,709.0,636.0,125.0,211.0,45.0,11.0,32.0,109.0,31.0,12.0,57.0,106.0,374.0,4.0,8.0,0.0,8.0,9.0,0.332,0.389,0.588,0.977,0.721,0.256,0.354,0.08,0.15,0.538,1.032,0.417,0.154,0.176,2,Balanced Hitter,High Speed
wongco01,Connor Wong,28.0,BOS,AL,126.0,487.0,447.0,54.0,125.0,24.0,1.0,13.0,52.0,8.0,7.0,28.0,114.0,190.0,7.0,9.0,1.0,2.0,1.0,0.28,0.333,0.425,0.758,0.533,0.145,0.348,0.057,0.234,0.246,1.625,0.304,0.107,0.111,2,Balanced Hitter,Moderate Speed
woodja03,James Wood,21.0,WSN,NL,79.0,336.0,295.0,43.0,78.0,13.0,4.0,9.0,41.0,14.0,8.0,39.0,97.0,126.0,1.0,2.0,0.0,0.0,1.0,0.264,0.354,0.427,0.781,0.636,0.163,0.365,0.116,0.289,0.402,0.643,0.333,0.122,0.128,2,Balanced Hitter,Moderate Speed
yastrmi01,Mike Yastrzemski,33.0,SFG,NL,140.0,474.0,428.0,60.0,99.0,16.0,9.0,18.0,57.0,3.0,2.0,38.0,124.0,187.0,5.0,6.0,1.0,1.0,1.0,0.231,0.302,0.437,0.739,0.6,0.206,0.282,0.08,0.262,0.306,6.0,0.434,0.12,0.127,2,Balanced Hitter,Moderate Speed
