Player-additional,Player,Age,Team,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BA,OBP,SLG,OPS
perezsa02,Salvador Perez,34.0,KCR,AL,158.0,652.0,590.0,58.0,160.0,28.0,0.0,27.0,104.0,0.0,0.0,44.0,129.0,269.0,17.0,11.0,0.0,6.0,9.0,0.271,0.33,0.456,0.786
perezwe01,Wenceel Pérez#,24.0,DET,AL,112.0,425.0,389.0,51.0,94.0,16.0,6.0,9.0,37.0,9.0,5.0,32.0,92.0,149.0,5.0,1.0,2.0,1.0,0.0,0.242,0.3,0.383,0.683
perkibl01,Blake Perkins#,27.0,MIL,NL,121.0,434.0,383.0,54.0,92.0,13.0,2.0,6.0,43.0,23.0,5.0,42.0,108.0,127.0,3.0,3.0,0.0,6.0,1.0,0.24,0.316,0.332,0.647
phamth01,Tommy Pham,36.0,CHW/KCR/STL,2LG,209.0,879.0,812.0,91.0,204.0,37.0,5.0,16.0,66.0,14.0,6.0,63.0,196.0,299.0,8.0,3.0,0.0,1.0,0.0,0.251,0.307,0.368,0.676
pillake01,Kevin Pillar,35.0,CHW/LAA,AL,100.0,314.0,284.0,38.0,65.0,16.0,1.0,8.0,45.0,12.0,3.0,16.0,69.0,107.0,10.0,10.0,1.0,3.0,0.0,0.229,0.291,0.377,0.667
pintore02,René Pinto,27.0,TBR,AL,19.0,49.0,42.0,5.0,9.0,3.0,0.0,2.0,6.0,0.0,0.0,4.0,18.0,18.0,0.0,1.0,1.0,1.0,0.0,0.214,0.292,0.429,0.72
polanjo01,Jorge Polanco#,30.0,SEA,AL,118.0,469.0,417.0,43.0,89.0,11.0,0.0,16.0,45.0,4.0,2.0,46.0,137.0,148.0,16.0,4.0,0.0,2.0,3.0,0.213,0.296,0.355,0.651
profaju01,Jurickson Profar#,31.0,SDP,NL,158.0,668.0,564.0,94.0,158.0,29.0,0.0,24.0,85.0,10.0,3.0,76.0,101.0,259.0,14.0,18.0,5.0,5.0,4.0,0.28,0.38,0.459,0.839
rafaece01,Ceddanne Rafaela,23.0,BOS,AL,152.0,571.0,544.0,70.0,134.0,23.0,5.0,15.0,75.0,19.0,10.0,15.0,151.0,212.0,8.0,7.0,2.0,3.0,1.0,0.246,0.274,0.39,0.664
raleica01,Cal Raleigh#,27.0,SEA,AL,153.0,628.0,546.0,73.0,120.0,16.0,0.0,34.0,100.0,6.0,1.0,70.0,176.0,238.0,7.0,6.0,0.0,6.0,4.0,0.22,0.312,0.436,0.748
raleylu01,Luke Raley*,29.0,SEA,AL,137.0,455.0,404.0,58.0,98.0,19.0,2.0,22.0,58.0,11.0,2.0,27.0,135.0,187.0,2.0,20.0,2.0,2.0,0.0,0.243,0.32,0.463,0.783
ramirha02,Harold Ramírez,29.0,TBR/WSN,2LG,73.0,246.0,238.0,28.0,62.0,7.0,1.0,2.0,29.0,6.0,2.0,5.0,50.0,77.0,2.0,2.0,0.0,1.0,0.0,0.261,0.28,0.324,0.604
ramirjo01,José Ramírez#,31.0,CLE,AL,158.0,682.0,620.0,114.0,173.0,39.0,2.0,39.0,118.0,41.0,7.0,54.0,82.0,333.0,9.0,1.0,0.0,6.0,12.0,0.279,0.335,0.537,0.872
ramosbr01,Bryan Ramos,22.0,CHW,AL,32.0,108.0,99.0,13.0,20.0,4.0,0.0,3.0,11.0,0.0,2.0,7.0,22.0,33.0,3.0,0.0,0.0,1.0,0.0,0.202,0.252,0.333,0.586
ramoshe02,Heliot Ramos,24.0,SFG,NL,121.0,518.0,475.0,54.0,128.0,23.0,3.0,22.0,72.0,6.0,1.0,37.0,135.0,223.0,12.0,2.0,0.0,4.0,2.0,0.269,0.322,0.469,0.792
realmjt01,J.T. Realmuto,33.0,PHI,NL,99.0,413.0,380.0,50.0,101.0,18.0,1.0,14.0,47.0,2.0,2.0,27.0,102.0,163.0,7.0,5.0,0.0,1.0,1.0,0.266,0.322,0.429,0.751
refsnro01,Rob Refsnyder,33.0,BOS,AL,93.0,307.0,272.0,32.0,77.0,16.0,1.0,11.0,40.0,2.0,2.0,28.0,78.0,128.0,6.0,5.0,0.0,1.0,2.0,0.283,0.359,0.471,0.83
remilza01,Zach Remillard,30.0,CHW,AL,15.0,39.0,33.0,3.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,0.242,0.342,0.333,0.675
rendoan01,Anthony Rendon,34.0,LAA,AL,57.0,238.0,206.0,21.0,45.0,10.0,0.0,0.0,14.0,6.0,1.0,23.0,35.0,55.0,4.0,5.0,0.0,4.0,0.0,0.218,0.307,0.267,0.574
renfrhu01,Hunter Renfroe,32.0,KCR,AL,120.0,424.0,385.0,44.0,88.0,18.0,0.0,15.0,52.0,1.0,1.0,36.0,84.0,151.0,10.0,2.0,0.0,1.0,0.0,0.229,0.297,0.392,0.689
rengilu01,Luis Rengifo#,27.0,LAA,AL,78.0,304.0,283.0,41.0,85.0,13.0,1.0,6.0,30.0,24.0,7.0,16.0,44.0,118.0,6.0,4.0,1.0,0.0,0.0,0.3,0.347,0.417,0.763
reyespa01,Pablo Reyes,30.0,BOS,2LG,22.0,64.0,60.0,5.0,11.0,2.0,0.0,0.0,5.0,1.0,2.0,3.0,19.0,13.0,1.0,1.0,0.0,0.0,0.0,0.183,0.234,0.217,0.451
reynobr01,Bryan Reynolds#,29.0,PIT,NL,156.0,692.0,622.0,73.0,171.0,29.0,3.0,24.0,88.0,10.0,2.0,57.0,156.0,278.0,7.0,10.0,0.0,3.0,3.0,0.275,0.344,0.447,0.791
ricebe01,Ben Rice*,25.0,NYY,AL,50.0,178.0,152.0,20.0,26.0,6.0,0.0,7.0,23.0,0.0,1.0,20.0,48.0,53.0,2.0,1.0,0.0,5.0,0.0,0.171,0.264,0.349,0.613
rileyau01,Austin Riley,27.0,ATL,NL,110.0,469.0,425.0,63.0,109.0,26.0,2.0,19.0,56.0,0.0,0.0,37.0,118.0,196.0,6.0,5.0,0.0,2.0,0.0,0.256,0.322,0.461,0.783
rivasle01,Leo Rivas#,26.0,SEA,AL,43.0,86.0,73.0,10.0,17.0,1.0,1.0,0.0,8.0,3.0,0.0,10.0,24.0,20.0,1.0,1.0,2.0,0.0,0.0,0.233,0.333,0.274,0.607
riverem01,Emmanuel Rivera,28.0,BAL/MIA,2LG,123.0,302.0,265.0,24.0,63.0,9.0,2.0,5.0,29.0,2.0,0.0,26.0,69.0,91.0,7.0,5.0,1.0,5.0,0.0,0.238,0.312,0.343,0.656
rizzoan01,Anthony Rizzo*,34.0,NYY,AL,92.0,375.0,337.0,38.0,77.0,12.0,0.0,8.0,35.0,0.0,0.0,27.0,65.0,113.0,7.0,9.0,0.0,2.0,0.0,0.228,0.301,0.335,0.637
roberlu01,Luis Robert Jr.,26.0,CHW,AL,100.0,425.0,393.0,47.0,88.0,19.0,0.0,14.0,35.0,23.0,6.0,28.0,141.0,149.0,8.0,2.0,0.0,1.0,2.0,0.224,0.278,0.379,0.657
robinch04,Chuckie Robinson,29.0,CHW,AL,26.0,76.0,70.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,9.0,1.0,1.0,0.0,0.0,0.0,0.129,0.197,0.129,0.326
roblevi01,Víctor Robles,27.0,SEA/WSN,2LG,91.0,295.0,254.0,44.0,78.0,20.0,0.0,4.0,28.0,34.0,2.0,21.0,53.0,110.0,2.0,11.0,6.0,3.0,0.0,0.307,0.381,0.433,0.814
rocchbr01,Brayan Rocchio#,23.0,CLE,AL,143.0,442.0,383.0,50.0,79.0,18.0,0.0,8.0,36.0,10.0,6.0,44.0,90.0,121.0,11.0,8.0,2.0,5.0,1.0,0.206,0.298,0.316,0.614
rodgebr02,Brendan Rodgers,27.0,COL,NL,135.0,539.0,501.0,67.0,134.0,29.0,1.0,13.0,54.0,1.0,0.0,31.0,132.0,204.0,12.0,4.0,1.0,2.0,1.0,0.267,0.314,0.407,0.721
rodrijo10,Johnathan Rodríguez,24.0,CLE,AL,13.0,40.0,31.0,6.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,9.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.129,0.325,0.161,0.486
rodriju01,Julio Rodríguez,23.0,SEA,AL,143.0,613.0,567.0,76.0,155.0,17.0,0.0,20.0,68.0,24.0,5.0,38.0,156.0,232.0,10.0,6.0,0.0,2.0,1.0,0.273,0.325,0.409,0.734
rogerja03,Jake Rogers,29.0,DET,AL,102.0,337.0,310.0,43.0,61.0,16.0,1.0,10.0,36.0,1.0,0.0,22.0,99.0,109.0,6.0,3.0,0.0,2.0,1.0,0.197,0.255,0.352,0.607
rojasjo01,Josh Rojas*,30.0,SEA,AL,142.0,476.0,422.0,48.0,95.0,19.0,2.0,8.0,31.0,10.0,4.0,46.0,108.0,142.0,6.0,3.0,1.0,2.0,1.0,0.225,0.304,0.336,0.641
rojasjo03,Johan Rojas,23.0,PHI,NL,120.0,363.0,338.0,47.0,82.0,12.0,3.0,3.0,32.0,25.0,4.0,13.0,69.0,109.0,7.0,4.0,8.0,0.0,0.0,0.243,0.279,0.322,0.601
rojasmi02,Miguel Rojas,35.0,LAD,NL,103.0,337.0,307.0,41.0,87.0,21.0,0.0,6.0,36.0,8.0,2.0,23.0,34.0,126.0,8.0,3.0,2.0,2.0,0.0,0.283,0.337,0.41,0.748
romodr01,Drew Romo#,22.0,COL,NL,16.0,53.0,51.0,4.0,9.0,3.0,0.0,0.0,6.0,0.0,1.0,2.0,18.0,12.0,2.0,0.0,0.0,0.0,0.0,0.176,0.208,0.235,0.443
rookebr01,Brent Rooker,29.0,OAK,AL,145.0,614.0,546.0,82.0,160.0,26.0,2.0,39.0,112.0,11.0,3.0,59.0,177.0,307.0,5.0,5.0,0.0,4.0,4.0,0.293,0.365,0.562,0.927
rortvbe01,Ben Rortvedt*,26.0,TBR,AL,112.0,328.0,290.0,27.0,66.0,13.0,0.0,3.0,31.0,1.0,0.0,34.0,88.0,88.0,6.0,4.0,0.0,0.0,0.0,0.228,0.317,0.303,0.621
rosaram01,Amed Rosario,28.0,CIN/TBR,2LG,130.0,417.0,400.0,36.0,105.0,19.0,3.0,4.0,38.0,17.0,6.0,11.0,98.0,142.0,11.0,5.0,0.0,1.0,0.0,0.262,0.29,0.355,0.645
rosared01,Eddie Rosario*,32.0,ATL/WSN,NL,91.0,319.0,297.0,33.0,52.0,12.0,0.0,10.0,35.0,9.0,1.0,16.0,77.0,94.0,4.0,0.0,2.0,4.0,0.0,0.175,0.215,0.316,0.531
rosareg01,Eguy Rosario,24.0,SDP,NL,30.0,57.0,53.0,5.0,13.0,6.0,0.0,3.0,6.0,0.0,0.0,2.0,20.0,28.0,1.0,1.0,1.0,0.0,0.0,0.245,0.286,0.528,0.814
ruizes01,Esteury Ruiz,25.0,OAK,AL,29.0,65.0,55.0,10.0,11.0,2.0,1.0,2.0,8.0,5.0,4.0,4.0,20.0,21.0,1.0,2.0,2.0,2.0,0.0,0.2,0.27,0.382,0.652
ruizke01,Keibert Ruiz#,25.0,WSN,NL,127.0,485.0,459.0,46.0,105.0,21.0,0.0,13.0,57.0,3.0,1.0,16.0,54.0,165.0,13.0,5.0,0.0,5.0,0.0,0.229,0.26,0.359,0.619
rutscad01,Adley Rutschman#,26.0,BAL,AL,148.0,638.0,571.0,68.0,143.0,21.0,1.0,19.0,79.0,1.0,0.0,58.0,103.0,223.0,9.0,2.0,0.0,7.0,3.0,0.25,0.318,0.391,0.709
sabolbl01,Blake Sabol*,26.0,SFG,NL,11.0,38.0,32.0,3.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,12.0,0.0,1.0,0.0,0.0,1.0,0.313,0.421,0.375,0.796
saggeth01,Thomas Saggese,22.0,STL,NL,18.0,52.0,49.0,5.0,10.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,14.0,15.0,0.0,1.0,0.0,0.0,0.0,0.204,0.25,0.306,0.556
salazce01,César Salazar*,28.0,HOU,AL,12.0,32.0,25.0,5.0,8.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,10.0,0.0,2.0,1.0,2.0,0.0,0.32,0.387,0.4,0.787
sanchal04,Alí Sánchez,27.0,MIA,NL,31.0,96.0,84.0,5.0,14.0,2.0,0.0,0.0,4.0,2.0,1.0,4.0,24.0,16.0,2.0,1.0,6.0,1.0,0.0,0.167,0.211,0.19,0.402
sanchga02,Gary Sánchez,31.0,MIL,NL,89.0,280.0,245.0,30.0,54.0,7.0,1.0,11.0,37.0,0.0,0.0,27.0,76.0,96.0,9.0,5.0,0.0,3.0,0.0,0.22,0.307,0.392,0.699
sanchje02,Jesús Sánchez*,26.0,MIA,NL,149.0,537.0,489.0,60.0,123.0,25.0,1.0,18.0,64.0,16.0,2.0,41.0,140.0,204.0,12.0,4.0,1.0,2.0,2.0,0.252,0.313,0.417,0.731
sanojja01,Javier Sanoja,21.0,MIA,NL,15.0,36.0,35.0,3.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.229,0.25,0.286,0.536
sanomi01,Miguel Sanó,31.0,LAA,AL,28.0,95.0,83.0,9.0,17.0,3.0,0.0,2.0,6.0,0.0,0.0,9.0,36.0,26.0,2.0,2.0,0.0,1.0,0.0,0.205,0.295,0.313,0.608
santaan02,Anthony Santander#,29.0,BAL,AL,155.0,665.0,595.0,91.0,140.0,25.0,2.0,44.0,102.0,2.0,0.0,58.0,129.0,301.0,9.0,7.0,0.0,5.0,3.0,0.235,0.308,0.506,0.814
santaca01,Carlos Santana#,38.0,MIN,AL,150.0,594.0,521.0,63.0,124.0,26.0,0.0,23.0,71.0,4.0,0.0,65.0,99.0,219.0,11.0,6.0,0.0,2.0,3.0,0.238,0.328,0.42,0.749
schanno01,Nolan Schanuel*,22.0,LAA,AL,147.0,607.0,519.0,62.0,130.0,19.0,0.0,13.0,54.0,10.0,1.0,68.0,103.0,188.0,14.0,9.0,3.0,7.0,0.0,0.25,0.343,0.362,0.706
schmica01,Casey Schmitt,25.0,SFG,NL,40.0,113.0,107.0,11.0,27.0,4.0,1.0,6.0,16.0,0.0,0.0,4.0,25.0,51.0,2.0,1.0,0.0,1.0,0.0,0.252,0.283,0.477,0.76
schneda03,Davis Schneider,25.0,TOR,AL,135.0,454.0,397.0,48.0,76.0,19.0,1.0,13.0,46.0,6.0,0.0,47.0,144.0,136.0,2.0,5.0,0.0,5.0,0.0,0.191,0.282,0.343,0.625
schneda04,Daniel Schneemann*,27.0,CLE,AL,73.0,221.0,193.0,17.0,42.0,10.0,2.0,5.0,22.0,3.0,2.0,25.0,70.0,71.0,1.0,0.0,0.0,3.0,0.0,0.218,0.303,0.368,0.671
schuema01,Max Schuemann,27.0,OAK,AL,133.0,459.0,396.0,55.0,87.0,14.0,0.0,7.0,34.0,14.0,1.0,47.0,119.0,122.0,8.0,7.0,5.0,4.0,0.0,0.22,0.311,0.308,0.619
schunaa01,Aaron Schunk,26.0,COL,NL,39.0,98.0,94.0,14.0,22.0,3.0,0.0,2.0,7.0,0.0,1.0,4.0,31.0,31.0,0.0,0.0,0.0,0.0,1.0,0.234,0.265,0.33,0.595
schwaky01,Kyle Schwarber*,31.0,PHI,NL,150.0,692.0,573.0,110.0,142.0,22.0,0.0,38.0,104.0,5.0,3.0,106.0,197.0,278.0,6.0,5.0,0.0,8.0,4.0,0.248,0.366,0.485,0.851
scottvi01,Victor Scott II*,23.0,STL,NL,53.0,155.0,145.0,14.0,26.0,9.0,0.0,2.0,10.0,5.0,1.0,6.0,42.0,41.0,0.0,2.0,0.0,2.0,0.0,0.179,0.219,0.283,0.502
seageco01,Corey Seager*,30.0,TEX,AL,123.0,533.0,475.0,68.0,132.0,21.0,0.0,30.0,74.0,1.0,1.0,53.0,96.0,243.0,8.0,3.0,0.0,2.0,11.0,0.278,0.353,0.512,0.864
semiema01,Marcus Semien,33.0,TEX,AL,159.0,718.0,650.0,101.0,154.0,27.0,2.0,23.0,74.0,8.0,3.0,64.0,105.0,254.0,9.0,3.0,0.0,1.0,2.0,0.237,0.308,0.391,0.699
senzeni01,Nick Senzel,29.0,CHW/WSN,2LG,74.0,267.0,236.0,25.0,46.0,11.0,0.0,7.0,18.0,1.0,3.0,28.0,61.0,78.0,6.0,1.0,1.0,0.0,1.0,0.195,0.283,0.331,0.614
servebr01,Brian Serven,29.0,TOR,AL,28.0,71.0,63.0,6.0,10.0,4.0,0.0,0.0,3.0,0.0,0.0,5.0,22.0,14.0,0.0,2.0,1.0,0.0,0.0,0.159,0.243,0.222,0.465
sheetga01,Gavin Sheets*,28.0,CHW,AL,139.0,501.0,451.0,35.0,105.0,24.0,1.0,10.0,45.0,2.0,2.0,43.0,106.0,161.0,6.0,4.0,0.0,3.0,2.0,0.233,0.303,0.357,0.66
shentau01,Austin Shenton*,26.0,TBR,AL,19.0,50.0,42.0,3.0,9.0,5.0,0.0,1.0,3.0,0.0,0.0,8.0,14.0,17.0,1.0,0.0,0.0,0.0,0.0,0.214,0.34,0.405,0.745
shewmbr01,Braden Shewmake*,26.0,CHW,AL,29.0,67.0,64.0,4.0,8.0,2.0,0.0,1.0,4.0,5.0,1.0,1.0,10.0,13.0,0.0,0.0,0.0,2.0,0.0,0.125,0.134,0.203,0.337
shortza01,Zack Short,29.0,ATL,2LG,82.0,169.0,133.0,22.0,18.0,6.0,0.0,0.0,10.0,4.0,2.0,28.0,44.0,24.0,0.0,2.0,6.0,0.0,0.0,0.136,0.294,0.18,0.475
sianimi01,Michael Siani*,24.0,STL,NL,124.0,334.0,298.0,42.0,68.0,7.0,2.0,2.0,20.0,20.0,3.0,21.0,92.0,85.0,2.0,3.0,11.0,1.0,0.0,0.228,0.285,0.285,0.57
singljo02,Jon Singleton*,32.0,HOU,AL,119.0,405.0,355.0,46.0,83.0,13.0,1.0,13.0,42.0,0.0,0.0,47.0,111.0,137.0,2.0,0.0,0.0,3.0,0.0,0.234,0.321,0.386,0.707
sirijo01,Jose Siri,28.0,TBR,AL,130.0,448.0,402.0,50.0,75.0,16.0,1.0,18.0,47.0,14.0,7.0,31.0,170.0,147.0,5.0,7.0,2.0,4.0,0.0,0.187,0.255,0.366,0.62
slateau01,Austin Slater,31.0,BAL/SFG,2LG,135.0,345.0,285.0,38.0,57.0,5.0,0.0,3.0,30.0,5.0,3.0,44.0,97.0,71.0,8.0,8.0,0.0,8.0,0.0,0.2,0.316,0.249,0.564
smithdo02,Dominic Smith*,29.0,BOS,2LG,93.0,307.0,275.0,33.0,64.0,22.0,0.0,6.0,34.0,1.0,1.0,28.0,76.0,104.0,7.0,4.0,0.0,0.0,0.0,0.233,0.313,0.378,0.691
smithjo11,Josh Smith*,26.0,TEX,AL,149.0,592.0,523.0,67.0,135.0,30.0,1.0,13.0,62.0,11.0,2.0,46.0,121.0,206.0,6.0,18.0,2.0,3.0,1.0,0.258,0.337,0.394,0.731
smithpa04,Pavin Smith*,28.0,ARI,NL,60.0,158.0,137.0,26.0,37.0,11.0,0.0,9.0,36.0,1.0,0.0,18.0,31.0,75.0,4.0,0.0,0.0,3.0,0.0,0.27,0.348,0.547,0.896
smithwi05,Will Smith,29.0,LAD,NL,128.0,544.0,476.0,77.0,118.0,24.0,2.0,20.0,75.0,1.0,1.0,51.0,105.0,206.0,8.0,9.0,0.0,8.0,6.0,0.248,0.327,0.433,0.76
soderty01,Tyler Soderstrom*,22.0,OAK,AL,61.0,213.0,189.0,18.0,44.0,10.0,0.0,9.0,26.0,0.0,0.0,20.0,53.0,81.0,7.0,3.0,0.0,1.0,1.0,0.233,0.315,0.429,0.743
sogarni01,Nick Sogard#,26.0,BOS,AL,31.0,86.0,77.0,13.0,21.0,4.0,0.0,0.0,8.0,3.0,0.0,7.0,25.0,25.0,4.0,0.0,0.0,2.0,0.0,0.273,0.326,0.325,0.65
solando01,Donovan Solano,36.0,SDP,NL,96.0,309.0,283.0,31.0,81.0,13.0,0.0,8.0,35.0,2.0,1.0,22.0,65.0,118.0,6.0,3.0,0.0,1.0,0.0,0.286,0.343,0.417,0.76
solerjo01,Jorge Soler,32.0,ATL/SFG,NL,142.0,574.0,493.0,84.0,119.0,34.0,1.0,21.0,64.0,1.0,0.0,68.0,141.0,218.0,9.0,6.0,0.0,4.0,0.0,0.241,0.338,0.442,0.78
sosaed01,Edmundo Sosa,28.0,PHI,NL,90.0,274.0,249.0,39.0,64.0,12.0,4.0,7.0,31.0,7.0,1.0,13.0,66.0,105.0,5.0,8.0,1.0,2.0,0.0,0.257,0.313,0.422,0.734
sosale01,Lenyn Sosa,24.0,CHW,AL,100.0,369.0,351.0,28.0,89.0,13.0,0.0,8.0,35.0,3.0,1.0,12.0,77.0,126.0,5.0,3.0,2.0,1.0,1.0,0.254,0.283,0.359,0.642
sotoju01,Juan Soto*,25.0,NYY,AL,157.0,713.0,576.0,128.0,166.0,31.0,4.0,41.0,109.0,7.0,4.0,129.0,119.0,328.0,10.0,4.0,0.0,4.0,2.0,0.288,0.419,0.569,0.989
springe01,George Springer,34.0,TOR,AL,145.0,614.0,545.0,74.0,120.0,19.0,3.0,19.0,56.0,16.0,1.0,60.0,115.0,202.0,16.0,6.0,0.0,2.0,0.0,0.22,0.303,0.371,0.674
stallja01,Jacob Stallings,34.0,COL,NL,82.0,281.0,243.0,31.0,64.0,17.0,1.0,9.0,36.0,0.0,0.0,27.0,65.0,110.0,10.0,9.0,1.0,1.0,1.0,0.263,0.357,0.453,0.81
stantmi03,Giancarlo Stanton,34.0,NYY,AL,114.0,459.0,417.0,49.0,97.0,20.0,0.0,27.0,72.0,0.0,0.0,38.0,143.0,198.0,17.0,2.0,0.0,2.0,2.0,0.233,0.298,0.475,0.773
steersp01,Spencer Steer,26.0,CIN,NL,158.0,656.0,574.0,74.0,129.0,34.0,4.0,20.0,92.0,25.0,3.0,72.0,137.0,231.0,5.0,8.0,0.0,2.0,1.0,0.225,0.319,0.402,0.721
stefami01,Michael Stefanic,28.0,LAA,AL,40.0,124.0,110.0,8.0,24.0,4.0,0.0,0.0,8.0,0.0,0.0,10.0,20.0,28.0,5.0,3.0,1.0,0.0,0.0,0.218,0.301,0.255,0.555
stephty01,Tyler Stephenson,27.0,CIN,NL,138.0,515.0,457.0,69.0,118.0,26.0,1.0,19.0,66.0,1.0,0.0,48.0,117.0,203.0,9.0,8.0,0.0,2.0,2.0,0.258,0.338,0.444,0.782
stewadj01,DJ Stewart*,30.0,NYM,NL,74.0,194.0,158.0,16.0,28.0,4.0,0.0,5.0,19.0,1.0,0.0,31.0,48.0,47.0,5.0,4.0,0.0,1.0,0.0,0.177,0.325,0.297,0.622
storytr01,Trevor Story,31.0,BOS,AL,26.0,106.0,94.0,8.0,24.0,7.0,0.0,2.0,10.0,6.0,3.0,11.0,33.0,37.0,2.0,1.0,0.0,0.0,2.0,0.255,0.34,0.394,0.733
stottbr01,Bryson Stott*,26.0,PHI,NL,148.0,571.0,506.0,65.0,124.0,19.0,2.0,11.0,57.0,32.0,3.0,53.0,93.0,180.0,9.0,3.0,0.0,9.0,1.0,0.245,0.315,0.356,0.671
stoweky01,Kyle Stowers*,26.0,BAL/MIA,2LG,69.0,209.0,192.0,15.0,40.0,11.0,2.0,3.0,24.0,0.0,1.0,13.0,74.0,64.0,2.0,3.0,0.0,1.0,0.0,0.208,0.268,0.333,0.601
stubbga01,Garrett Stubbs*,31.0,PHI,NL,54.0,187.0,164.0,18.0,34.0,4.0,1.0,1.0,11.0,5.0,0.0,17.0,50.0,43.0,0.0,4.0,0.0,1.0,0.0,0.207,0.296,0.262,0.558
suareeu01,Eugenio Suárez,32.0,ARI,NL,158.0,640.0,571.0,90.0,146.0,28.0,2.0,30.0,101.0,2.0,1.0,49.0,176.0,268.0,10.0,9.0,0.0,11.0,0.0,0.256,0.319,0.469,0.788
suwinja01,Jack Suwinski*,25.0,PIT,NL,88.0,277.0,247.0,29.0,45.0,8.0,0.0,9.0,26.0,9.0,1.0,27.0,79.0,80.0,3.0,1.0,1.0,1.0,2.0,0.182,0.264,0.324,0.588
suzukse01,Seiya Suzuki,29.0,CHC,NL,132.0,585.0,512.0,74.0,145.0,27.0,6.0,21.0,73.0,16.0,6.0,63.0,160.0,247.0,6.0,6.0,0.0,4.0,3.0,0.283,0.366,0.482,0.848
swansda01,Dansby Swanson,30.0,CHC,NL,149.0,593.0,534.0,82.0,129.0,27.0,2.0,16.0,66.0,19.0,3.0,54.0,144.0,208.0,7.0,2.0,0.0,3.0,2.0,0.242,0.312,0.39,0.701
sweentr01,Trey Sweeney*,24.0,DET,AL,36.0,119.0,110.0,11.0,24.0,5.0,0.0,4.0,17.0,2.0,0.0,7.0,32.0,41.0,3.0,1.0,0.0,1.0,0.0,0.218,0.269,0.373,0.642
tatisfe02,Fernando Tatis Jr.,25.0,SDP,NL,102.0,438.0,398.0,64.0,110.0,21.0,1.0,21.0,49.0,11.0,3.0,32.0,96.0,196.0,8.0,7.0,0.0,1.0,0.0,0.276,0.34,0.492,0.833
tauchmi01,Mike Tauchman*,33.0,CHC,NL,109.0,350.0,298.0,50.0,74.0,12.0,1.0,7.0,29.0,6.0,2.0,47.0,70.0,109.0,7.0,4.0,0.0,1.0,0.0,0.248,0.357,0.366,0.723
taverle01,Leody Taveras#,25.0,TEX,AL,151.0,529.0,480.0,59.0,110.0,17.0,3.0,12.0,44.0,23.0,6.0,42.0,112.0,169.0,8.0,0.0,3.0,4.0,0.0,0.229,0.289,0.352,0.641
tayloch03,Chris Taylor,33.0,LAD,NL,87.0,246.0,213.0,28.0,43.0,7.0,1.0,4.0,23.0,5.0,1.0,28.0,76.0,64.0,5.0,2.0,1.0,2.0,0.0,0.202,0.298,0.3,0.598
taylomi02,Michael A. Taylor,33.0,PIT,NL,113.0,300.0,269.0,35.0,52.0,9.0,1.0,5.0,21.0,12.0,1.0,23.0,105.0,78.0,3.0,0.0,4.0,4.0,0.0,0.193,0.253,0.29,0.543
tayloty01,Tyrone Taylor,30.0,NYM,NL,130.0,345.0,319.0,47.0,79.0,22.0,3.0,7.0,35.0,11.0,2.0,19.0,80.0,128.0,4.0,5.0,1.0,1.0,1.0,0.248,0.299,0.401,0.701
tellero01,Rowdy Tellez*,29.0,PIT,NL,131.0,421.0,383.0,38.0,93.0,18.0,0.0,13.0,56.0,1.0,0.0,31.0,89.0,150.0,12.0,2.0,0.0,5.0,0.0,0.243,0.299,0.392,0.691
tenajo01,José Tena*,23.0,WSN,2LG,44.0,168.0,161.0,14.0,43.0,5.0,0.0,3.0,15.0,6.0,1.0,7.0,41.0,57.0,1.0,0.0,0.0,0.0,0.0,0.267,0.298,0.354,0.652
thaisma01,Matt Thaiss*,29.0,LAA,AL,57.0,186.0,157.0,14.0,32.0,9.0,0.0,2.0,16.0,3.0,0.0,28.0,58.0,47.0,2.0,0.0,0.0,1.0,0.0,0.204,0.323,0.299,0.622
thomaal01,Alek Thomas*,24.0,ARI,NL,39.0,103.0,95.0,13.0,18.0,5.0,1.0,3.0,17.0,4.0,1.0,7.0,17.0,34.0,7.0,0.0,1.0,0.0,0.0,0.189,0.245,0.358,0.603
thomala02,Lane Thomas,28.0,CLE/WSN,2LG,130.0,528.0,472.0,65.0,112.0,26.0,3.0,15.0,63.0,32.0,14.0,44.0,137.0,189.0,5.0,7.0,0.0,5.0,1.0,0.237,0.309,0.4,0.709
toglimi01,Michael Toglia#,25.0,COL,NL,116.0,458.0,399.0,62.0,87.0,14.0,3.0,25.0,55.0,10.0,1.0,54.0,147.0,182.0,7.0,1.0,0.0,3.0,2.0,0.218,0.311,0.456,0.767
